,Virus,Country,Latitude,Longitude,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31,Day 32,Day 33,Day 34,Day 35,Day 36,Day 37,Day 38,Day 39,Day 40,Day 41,Day 42,Day 43,Day 44,Day 45,Day 46,Day 47,Day 48,Day 49,Day 50,Day 51,Day 52,Day 53,Day 54,Day 55,Day 56,Day 57,Day 58,Day 59,Day 60,Day 61,Day 62,Day 63,Day 64,Day 65,Day 66,Day 67,Day 68,Day 69,Day 70,Day 71,Day 72,Day 73,Day 74,Day 75,Day 76,Day 77,Day 78,Day 79,Day 80,Day 81,Day 82,Day 83,Day 84,Day 85,Day 86,Day 87,Day 88,Day 89,Day 90,Day 91,Day 92,Day 93,Day 94,Day 95,Day 96,Day 97,Day 98,Day 99,Day 100,Day 101,Day 102,Day 103,Day 104,Day 105,Day 106,Day 107,Day 108,Day 109,Day 110,Day 111,Day 112,Day 113,Day 114,Day 115,Day 116
0,Coronavirus,Australia,-24.7761086,134.755,0.0,0.0,0.0,0.0,0.0,8.0,15.0,15.0,17.0,9.0,9.0,12.0,12.0,12.0,25.0,27.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coronavirus,Belgium,50.6402809,4.666714499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Coronavirus,Cambodia,13.5066394,104.869423,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Coronavirus,Canada,61.0666922,-107.9917071,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,2.0,4.0,4.0,4.0,4.0,8.0,9.0,10.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Coronavirus,Finland,63.2467777,25.9209164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Coronavirus,France,46.603353999999996,1.8883334999999999,0.0,0.0,0.0,2.0,9.0,6.0,9.0,11.0,14.0,5.0,5.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Coronavirus,Germany,51.0834196,10.4234469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,4.0,5.0,7.0,10.0,10.0,24.0,24.0,24.0,26.0,26.0,28.0,28.0,30.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Coronavirus,Hong Kong,22.2793278,114.16281310000001,0.0,0.0,2.0,4.0,15.0,16.0,24.0,24.0,30.0,10.0,12.0,13.0,15.0,15.0,33.0,42.0,45.0,51.0,52.0,65.0,76.0,98.0,100.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Coronavirus,India,22.3511148,78.6677428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Coronavirus,Italy,42.6384261,12.674297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Coronavirus,Japan,36.5748441,139.2394179,1.0,2.0,2.0,4.0,6.0,8.0,12.0,21.0,25.0,11.0,15.0,17.0,20.0,20.0,42.0,67.0,90.0,50.0,50.0,52.0,52.0,52.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Coronavirus,Macau,22.175760500000003,113.5514142,0.0,1.0,2.0,4.0,6.0,11.0,18.0,21.0,21.0,7.0,7.0,7.0,8.0,8.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Coronavirus,Mainland China,12.9336731,77.6215853,325.0,547.0,639.0,1781.0,4698.0,4799.0,10097.0,16074.0,19818.0,8124.0,9783.0,11860.0,17114.0,20014.0,44690.0,52408.0,56173.0,65784.0,71818.0,77392.0,82506.0,87311.0,104492.0,123664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Coronavirus,Malaysia,4.5693754,102.2656823,0.0,0.0,0.0,0.0,9.0,8.0,12.0,15.0,21.0,8.0,8.0,8.0,8.0,8.0,18.0,22.0,24.0,24.0,32.0,34.0,36.0,36.0,36.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Coronavirus,Nepal,28.108392900000002,84.0917139,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Coronavirus,Others,14.168826600000001,121.2415369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,128.0,199.0,270.0,350.0,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Coronavirus,Philippines,12.750348599999999,122.7312101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Coronavirus,Russia,64.6863136,97.7453061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Coronavirus,Singapore,1.357107,103.81949920000001,0.0,0.0,1.0,4.0,9.0,8.0,14.0,21.0,24.0,10.0,13.0,18.0,18.0,18.0,42.0,52.0,56.0,60.0,73.0,83.0,88.0,92.0,97.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Coronavirus,South Korea,36.638391999999996,127.69611880000001,0.0,1.0,1.0,3.0,6.0,6.0,12.0,12.0,12.0,4.0,11.0,12.0,15.0,15.0,31.0,39.0,46.0,60.0,49.0,52.0,54.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Coronavirus,Spain,39.3262345,-4.838064900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Coronavirus,Sri Lanka,7.555494199999999,80.7137847,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Coronavirus,Sweden,59.67497120000001,14.5208584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Coronavirus,Taiwan,23.973937399999997,120.9820179,1.0,1.0,1.0,4.0,9.0,8.0,15.0,24.0,24.0,9.0,10.0,10.0,10.0,10.0,21.0,22.0,29.0,32.0,34.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Coronavirus,Thailand,14.8971921,100.83273,2.0,2.0,3.0,9.0,19.0,16.0,24.0,42.0,42.0,14.0,19.0,19.0,19.0,19.0,44.0,50.0,50.0,50.0,64.0,64.0,64.0,65.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Coronavirus,UK,54.702354500000006,-3.2765752999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,6.0,11.0,16.0,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Coronavirus,US,39.7837304,-100.4458825,1.0,1.0,1.0,3.0,6.0,10.0,15.0,15.0,15.0,5.0,7.0,7.0,8.0,10.0,22.0,23.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Coronavirus,United Arab Emirates,24.0002488,53.999482900000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,4.0,5.0,5.0,10.0,10.0,10.0,10.0,14.0,14.0,15.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Coronavirus,Vietnam,13.2904027,108.42651129999999,0.0,0.0,2.0,4.0,6.0,4.0,6.0,6.0,6.0,2.0,2.0,6.0,6.0,8.0,16.0,18.0,20.0,20.0,26.0,27.0,28.0,30.0,30.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,SARS,Germany,51.165691,10.451526,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,SARS,Canada,56.130366,-106.346771,8.0,8.0,8.0,9.0,9.0,9.0,9.0,11.0,11.0,19.0,28.0,29.0,37.0,37.0,44.0,53.0,58.0,62.0,69.0,74.0,74.0,90.0,91.0,94.0,97.0,98.0,101.0,101.0,100.0,100.0,103.0,126.0,132.0,132.0,132.0,132.0,139.0,140.0,140.0,140.0,142.0,142.0,142.0,146.0,148.0,147.0,149.0,149.0,149.0,148.0,148.0,146.0,146.0,145.0,145.0,145.0,143.0,143.0,143.0,142.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,148.0,148.0,149.0,151.0,159.0,188.0,188.0,198.0,213.0,216.0,218.0,219.0,219.0,219.0,229.0,229.0,230.0,238.0,242.0,242.0,242.0,243.0,247.0,246.0,245.0,245.0,245.0,245.0,246.0,249.0,250.0,251.0,251.0,251.0,251.0,252.0,252.0,252.0,251.0,251.0,251.0,251.0,251.0,250.0,249.0,250.0,250.0
2,SARS,Singapore,1.352083,103.819836,20.0,23.0,31.0,34.0,39.0,44.0,44.0,65.0,69.0,74.0,78.0,86.0,89.0,89.0,91.0,92.0,95.0,98.0,100.0,101.0,101.0,106.0,113.0,118.0,126.0,133.0,147.0,147.0,158.0,162.0,162.0,167.0,177.0,177.0,177.0,178.0,186.0,189.0,192.0,195.0,198.0,198.0,199.0,201.0,201.0,201.0,203.0,203.0,203.0,204.0,204.0,204.0,204.0,204.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0
3,SARS,Hong Kong,22.396428,114.109497,95.0,123.0,150.0,173.0,203.0,222.0,222.0,260.0,286.0,316.0,367.0,425.0,470.0,470.0,530.0,685.0,708.0,734.0,761.0,800.0,800.0,883.0,928.0,970.0,998.0,1059.0,1108.0,1108.0,1190.0,1232.0,1268.0,1297.0,1358.0,1358.0,1358.0,1402.0,1434.0,1458.0,1488.0,1510.0,1527.0,1527.0,1557.0,1572.0,1589.0,1600.0,1611.0,1621.0,1621.0,1637.0,1646.0,1654.0,1661.0,1667.0,1674.0,1674.0,1683.0,1689.0,1698.0,1703.0,1706.0,1710.0,1710.0,1714.0,1718.0,1719.0,1722.0,1724.0,1724.0,1724.0,1726.0,1728.0,1730.0,1732.0,1736.0,1739.0,1739.0,1746.0,1747.0,1748.0,1748.0,1750.0,1750.0,1750.0,1753.0,1754.0,1754.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0,1755.0
4,SARS,Switzerland,46.818188,8.227511999999999,2.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,SARS,Thailand,15.870032,100.992541,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
6,SARS,Vietnam,14.058324,108.277199,40.0,57.0,56.0,62.0,62.0,63.0,63.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
7,SARS,Taiwan,23.69781,120.960515,0.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,13.0,13.0,14.0,15.0,17.0,17.0,21.0,19.0,19.0,19.0,21.0,23.0,23.0,23.0,23.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,37.0,37.0,41.0,49.0,49.0,66.0,66.0,78.0,89.0,100.0,100.0,100.0,116.0,116.0,125.0,131.0,149.0,172.0,172.0,184.0,207.0,238.0,264.0,274.0,274.0,274.0,344.0,383.0,418.0,483.0,538.0,538.0,538.0,585.0,596.0,610.0,660.0,667.0,676.0,676.0,684.0,679.0,678.0,677.0,676.0,676.0,676.0,680.0,686.0,687.0,688.0,693.0,693.0,693.0,698.0,697.0,697.0,695.0,695.0,695.0,695.0,692.0,687.0,686.0,682.0,681.0,681.0,681.0,678.0,678.0,676.0,674.0,674.0,674.0,674.0,674.0,671.0,671.0,671.0,671.0
